X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,MAR_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.9920838500875,38.8569163033722,44325,Ward 8,"2850 Douglas Place Southeast, Washington, District of Columbia 20020",City View,Completed 2015 to Date,DHCD,52,38.85690852,-76.99208157,6,32,14,0,0,,313881,400687.29,132121.85,2850 DOUGLAS PLACE SE,2023/03/13 05:00:26+00
-76.980379639089,38.9051835001689,44326,Ward 5,"1164 Bladensburg Road Northeast, Washington, District of Columbia 20002",1164 Bladensburg Road NE,Completed 2015 to Date,DCHA DHCD,65,38.90517571,-76.98037736,14,51,0,0,0,,155908,401702.02,137480.03,1164 BLADENSBURG ROAD NE,2023/03/13 05:00:26+00
-77.030396933205,38.9738194411096,44327,Ward 4,"1322 Main Drive Northwest, Washington, District of Columbia 20012",Abrams Hall Senior Apartments (Building 14M),Completed 2015 to Date,DMPED DHCD,80,38.97381164,-77.03039464,16,64,0,0,0,,316864,397366.18,145099.48,1322 MAIN DRIVE NW,2023/03/13 05:00:26+00
-77.0267271828626,38.945243165048,44328,Ward 4,"4506 Georgia Avenue Northwest, Washington, District of Columbia 20011",Partner Arms 2,Completed 2015 to Date,DCHFA DHCD,12,38.94525,-77.026753,12,0,0,0,0,,252736,397683.25,141927.15,4506 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-76.9658794401335,38.9242631559985,44329,Ward 5,"2619 Bladensburg Road Northeast, Washington, District of Columbia 20018",Diane's House,Completed 2015 to Date,DHCD,42,38.92425536,-76.96587717,39,3,0,0,0,,45760,402958.94,139598.4,2619 BLADENSBURG ROAD NE,2023/03/13 05:00:26+00
-77.0014656039133,38.9078662932063,44330,Ward 5,"320 Florida Avenue Northeast, Washington, District of Columbia 20002",The Highline at Union Market,Completed 2015 to Date,DHCD OP,20,38.907859,-77.001463,0,7,0,13,0,15-01,287746,399873.08,137777.66,320 FLORIDA AVENUE NE,2023/03/13 05:00:26+00
-77.0249353417282,38.9210841863842,44331,Ward 1,"2323 Sherman Avenue Northwest, Washington, District of Columbia 20001",Sherman Avenue Apartments,Completed 2015 to Date,DHCD OP,27,38.92107639,-77.02493305,0,0,4,23,0,14-21,232313,397837.85,139245.25,2323 SHERMAN AVENUE NW,2023/03/13 05:00:26+00
-76.9990890928755,38.8942734065147,44332,Ward 6,"504 C St NE, Washington, District of Columbia 20002",504 C St NE,Completed 2015 to Date,DHCD,1,38.894266,-76.999087,0,0,0,1,0,,14477,400079.22,136268.74,504 C STREET NE,2023/03/13 05:00:26+00
-77.0017957957761,38.9073878552345,44333,Ward 6,"301 Florida Ave NE, Washington, District of Columbia 20002",NoMa/Union Market Affordable - 301 Florida Ave NE,Pipeline,DHCD OP,115,38.9073804,-77.00179351,67,48,0,0,0,21-26,287371,399844.44,137724.55,301 FLORIDA AVENUE NE,2023/03/13 05:00:26+00
-77.0236696489191,38.9294701135488,44334,Ward 1,"3110 Georgia Ave NW, Washington, District of Columbia 20010",3110 & 3112 Georgia Ave. NW,Completed 2015 to Date,DHCD,1,38.92944575,-77.02352849,0,1,0,0,0,,232888,397947.85,140176.13,3110 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-77.041208134399,38.9102551647663,44335,Ward 2,"1772 Church Street Northwest, Washington, District of Columbia 20036",St. Thomas,Completed 2015 to Date,DHCD,4,38.91024738,-77.04120584,0,0,3,1,0,,225918,396426.16,138043.65,1772 CHURCH STREET NW,2023/03/13 05:00:26+00
-77.023571929533,38.9084331616503,44336,Ward 6,"810 O St NW, Washington, District of Columbia 20001",The Perla,Completed 2015 to Date,DHCD OP,6,38.90842537,-77.02356964,0,4,0,2,0,16-07,279953,397955.72,137840.85,810 O STREET NW,2023/03/13 05:00:26+00
-77.0118886650118,38.8709843204095,44337,Ward 6,"1550 1st St SW, Washington, District of Columbia 20024",1550 1st St SW,Completed 2015 to Date,DCHA DCHFA DHCD OP,76,38.870893,-77.011839,16,60,0,0,0,17-13,60745,398968.51,133683.54,1550 1ST STREET SW,2023/03/13 05:00:26+00
-77.0084603753143,38.9493095501519,44338,Ward 5,"4811 North Capitol Street Northeast, Washington, District of Columbia 20002",Tivoli Gardens TOPA,Completed 2015 to Date,DHCD,49,38.94930209,-77.00845809,4,8,37,0,0,,288280,399266.82,142378.25,4811 NORTH CAPITOL STREET NE,2023/03/13 05:00:26+00
-77.0201916787645,38.9002361931034,44339,Ward 2,"800 6th St NW, Washington, District of Columbia 20001",Wah Luck House,Completed 2015 to Date,DHCD,152,38.90022874,-77.02018939,0,0,152,0,0,,279939,398248.7,136930.85,800 6TH STREET NW,2023/03/13 05:00:26+00
-77.0000620499959,38.8278194627014,44340,Ward 8,"4216 4th Street Southeast, Washington, District of Columbia 20032",Atlantic Gardens,Completed 2015 to Date,DCHFA DHCD,108,38.82781202,-77.00005977,44,64,0,0,0,,147359,399994.81,128891.87,4216 4TH STREET SE,2023/03/13 05:00:26+00
-76.9913166034896,38.9340356169119,44341,Ward 5,"3614 12th Street Northeast, Washington, District of Columbia 20017",3614 12th St NE,Completed 2015 to Date,DHCD,1,38.934001,-76.991336,0,0,0,1,0,,32748,400753.07,140682.71,3614 12TH STREET NE,2023/03/13 05:00:26+00
-77.0305946325365,38.9227919010398,44342,Ward 1,"1315 Clifton St NW, Washington, District of Columbia 20009",Clifton Street,Completed 2015 to Date,DHCD OP,17,38.92270367,-77.03058919,0,13,0,4,0,15-03,232073,397347.15,139434.97,1315 CLIFTON STREET NW,2023/03/13 05:00:26+00
-76.9912244185932,38.8789827940885,44343,Ward 6,"900 11th St SE, Washington, District of Columbia 20003",Kipling House,Completed 2015 to Date,DHCD,5,38.878877,-76.991104,0,3,0,2,0,,156006,400761.65,134571.4,900 11TH STREET SE,2023/03/13 05:00:26+00
-76.9952899549872,38.8939750480553,44344,Ward 6,"300 8th St NE, Washington, District of Columbia 20002",300 8th St NE,Completed 2015 to Date,DHCD,5,38.89396726,-76.99528767,0,1,0,4,0,,42709,400408.8,136235.63,300 8TH STREET NE,2023/03/13 05:00:26+00
-77.0078641266573,38.8755908371958,44345,Ward 6,"1201 Half St SE, Washington, District of Columbia 20003",West Half St,Completed 2015 to Date,DHCD OP,11,38.87558305,-77.00786184,0,3,0,8,0,08-30B,309535,399317.8,134194.86,1201 HALF STREET SE,2023/03/13 05:00:26+00
-76.9871379770812,38.8782213864631,44346,Ward 6,"1331 K Street SE, Washington, District of Columbia 20003",1329 & 1331 K ST Condos,Completed 2015 to Date,DHCD,1,38.87824153,-76.98713834,0,1,0,0,0,,67040,401116.24,134486.92,1331 K STREET SE,2023/03/13 05:00:26+00
-76.9802509208098,38.8554056295113,44347,Ward 8,"1710 Gainesville St SE, Washington, District of Columbia 20020",Gainesville Court 3,Completed 2015 to Date,DHCD,2,38.85539785,-76.98024865,0,0,0,2,0,,313029,401714.38,131954.31,1710 GAINESVILLE STREET SE,2023/03/13 05:00:26+00
-77.026427724637,38.9259619548058,44348,Ward 1,"1009 Girard St NW, Washington, District of Columbia 20001",Girard Street Green,Completed 2015 to Date,DHCD,2,38.925954,-77.026425,0,2,0,0,0,,315737,397708.59,139786.76,1009 GIRARD STREET NW,2023/03/13 05:00:26+00
-76.9719519953694,38.862170879479,44349,Ward 8,"2327 Good Hope Road Southeast, Washington, District of Columbia 20020",Woodmont Crossing,Completed 2015 to Date,DCHFA DHCD,176,38.862163,-76.97195,0,0,176,0,0,,289820,402434.48,132705.49,2327 GOOD HOPE COURT SE,2023/03/13 05:00:26+00
-76.9806391502402,38.9047859147815,44350,Ward 5,"1122 Bladensburg Road Northeast, Washington, District of Columbia 20002",1122-1124 Bladensburg Rd NE,Completed 2015 to Date,DHCD,4,38.90477812,-76.98063687,0,1,3,0,0,,73518,401679.52,137435.89,1122 BLADENSBURG ROAD NE,2023/03/13 05:00:26+00
-76.9913552681144,38.8824334679973,44351,Ward 6,"1101 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Penn 11,Completed 2015 to Date,DHCD,3,38.882384,-76.991329,0,2,0,1,0,,74406,400750.26,134954.45,1101 PENNSYLVANIA AVENUE SE,2023/03/13 05:00:26+00
-76.976560928507,38.8727468699835,44352,Ward 8,"1928 Naylor Road Southeast, Washington, District of Columbia 20020",MEDES,Completed 2015 to Date,DHCD,3,38.87275917,-76.97663885,0,0,3,0,0,,53759,402034.17,133879.39,1928 NAYLOR ROAD SE,2023/03/13 05:00:26+00
-76.9866258025006,38.8826220182494,44353,Ward 6,"1339 E Street Southeast, Washington, District of Columbia 20003",Lockwood Apartments,Completed 2015 to Date,DHCD OP,13,38.882642,-76.986649,0,8,0,5,0,15-33,289426,401160.61,134975.43,1339 E STREET SE,2023/03/13 05:00:26+00
-77.0180052779966,38.9131975837404,44354,Ward 6,"1720 New Jersey Avenue Northwest, Washington, District of Columbia 20001",The Hoxton,Completed 2015 to Date,DHCD,1,38.913194,-77.01796,0,1,0,0,0,,218457,398438.64,138369.63,1720 NEW JERSEY AVENUE NW,2023/03/13 05:00:26+00
-76.9271701766029,38.8988311030317,44355,Ward 7,"5110 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019",Deanwood Town Center PUD,Pipeline,OP,165,38.89882331,-76.92716792,61,0,104,0,0,17-19,288501,406317.84,136777.2,5110 NANNIE HELEN BURROUGHS AVENUE NE,2023/03/13 05:00:26+00
-76.99665989741,38.8289077281008,44356,Ward 8,"4201 7th Street Southeast, Washington, District of Columbia 20032",Belmont Crossing,Completed 2015 to Date,DHCD,275,38.82890029,-76.99665762,0,0,275,0,0,,149585,400290.22,129012.68,4201 7TH STREET SE,2023/03/13 05:00:26+00
-76.9975104413067,38.9271029375451,44357,Ward 5,"617 Hamlin Street Northeast, Washington, District of Columbia 20017",Brookland Place Apartments,Completed 2015 to Date,DHCD,80,38.92709548,-76.99750816,15,0,65,0,0,,4114,400216.07,139913.09,617 HAMLIN STREET NE,2023/03/13 05:00:26+00
-77.0147828762266,38.9014165573733,44358,Ward 6,"881 3rd St NW, Washington, District of Columbia 20001",Liberty Place Apartments,Completed 2015 to Date,DMPED DHCD,71,38.90140877,-77.01478059,14,53,4,0,0,,331865,398717.9,137061.79,881 3RD STREET NW,2023/03/13 05:00:26+00
-77.0324986423287,38.9576678965031,44359,Ward 4,"5610 Colorado Avenue Northwest, Washington, District of Columbia 20011",5610 Colorado,Pipeline,DHCD,34,38.95766043,-77.03249635,2,32,0,0,0,,257901,397183.42,143306.57,5610 COLORADO AVENUE NW,2023/03/13 05:00:26+00
-76.9347247993201,38.8832390050797,44360,Ward 7,"4701 Benning Road Southeast, Washington, District of Columbia 20019",BEN-E Cooperative,Completed 2015 to Date,DHCD,29,38.88323155,-76.93472254,3,25,1,0,0,,18411,405663.75,135045.86,4701 BENNING ROAD SE,2023/03/13 05:00:26+00
-77.016123559865,38.9495445809769,44361,Ward 4,"301 Delafield Place Northwest, Washington, District of Columbia 20011",301 Delafield Place,Completed 2015 to Date,DHCD,23,38.94953678,-77.01612127,7,9,0,7,0,,243897,398602.55,142404.43,301 DELAFIELD PLACE NW,2023/03/13 05:00:26+00
-76.9696429092346,38.8717944395602,44362,Ward 7,"2530 Park Place Southeast, Washington, District of Columbia 20020",2530-2532 Park Place SE,Completed 2015 to Date,DHCD,21,38.87178699,-76.96964064,0,21,0,0,0,,46174,402634.53,133773.84,2530 PARK PLACE SE,2023/03/13 05:00:26+00
-77.0202698993812,38.9556144297715,44363,Ward 4,"505 Jefferson Street Northwest, Washington, District of Columbia 20011",505 Jefferson St NW,Completed 2015 to Date,DHCD,14,38.95560697,-77.02026761,7,5,0,2,0,,246749,398243.28,143078.31,505 JEFFERSON STREET NW,2023/03/13 05:00:26+00
-77.0200638320633,38.9555678925815,44364,Ward 4,"5400 5th Street Northwest, Washington, District of Columbia 20011",5400 5th St Acquisition,Completed 2015 to Date,DHCD,20,38.95556043,-77.02006154,5,8,4,3,0,,285180,398261.14,143073.14,5400 5TH STREET NW,2023/03/13 05:00:26+00
-76.9334609029136,38.9041384373797,44365,Ward 7,"1035 48th Street Northeast, Washington, District of Columbia 20019",1035 48th St NE,Completed 2015 to Date,DHCD,12,38.90413098,-76.93345864,0,12,0,0,0,,74984,405771.72,137365.94,1035 48TH STREET NE,2023/03/13 05:00:26+00
-77.0134286009695,38.9006382185525,44366,Ward 6,"810 New Jersey Avenue Northwest, Washington, District of Columbia 20001",Capitol Vista,Completed 2015 to Date,DMPED DHCD OP,104,38.90063043,-77.01342631,21,83,0,0,0,17-06,318276,398835.36,136975.37,810 NEW JERSEY AVENUE NW,2023/03/13 05:00:26+00
-76.9795616399755,38.9277675222979,44367,Ward 5,"1736 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1736 Rhode Island Ave NE,Completed 2015 to Date,DHCD,61,38.92773479,-76.97964056,13,48,0,0,0,,56748,401772.41,139987.06,1736 RHODE ISLAND AVENUE NE,2023/03/13 05:00:26+00
-77.0246887465752,38.9565788157675,44368,Ward 4,"809 Kennedy Street Northwest, Washington, District of Columbia 20011",Todd A. Lee Senior Residences at Kennedy Street,Completed 2015 to Date,DCHFA DHCD,38,38.95657102,-77.02468645,3,35,0,0,0,,254492,397860.3,143185.46,809 KENNEDY STREET NW,2023/03/13 05:00:26+00
-77.0267675909476,38.9576209747582,44369,Ward 4,"931 Longfellow Street Northwest, Washington, District of Columbia 20011",Brightwood Gardens,Completed 2015 to Date,DHCD,51,38.95761351,-77.0267653,6,33,0,12,0,,254436,397680.15,143301.2,931 LONGFELLOW STREET NW,2023/03/13 05:00:26+00
-76.932783711511,38.8882179198066,44370,Ward 7,"101 49th Street Southeast, Washington, District of Columbia 20019",Crawford Landing Townhomes,Under Construction,DHCD,40,38.88812445,-76.93260276,0,10,2,28,0,,155788,405831.76,135598.68,101 49TH STREET SE,2023/03/13 05:00:26+00
-77.0284750002286,38.9361823916475,44371,Ward 4,"1125 Spring Road Northwest, Washington, District of Columbia 20010",The Appleton Spring Flats Senior 9% - fka Hebrew Home,Completed 2015 to Date,DMPED DHCD,45,38.93630084,-77.02868418,14,17,14,0,0,,283920,397531.42,140921.37,1125 SPRING ROAD NW,2023/03/13 05:00:26+00
-76.986201563153,38.9135650664539,44372,Ward 5,"1900 Gallaudet Street Northeast, Washington, District of Columbia 20002",Crummell School,Pipeline,DMPED,103,38.91355761,-76.98619928,26,77,0,0,0,,54496,401196.9,138410.36,1900 GALLAUDET STREET NE,2023/03/13 05:00:26+00
-77.0170877711273,38.8783901118329,44373,Ward 6,"1000 4th Street Southwest, Washington, District of Columbia 20024",Waterfront Station II,Under Construction,DMPED DHCD,136,38.87838266,-77.01708548,68,68,0,0,0,,307103,398517.49,134505.71,1000 4TH STREET SW,2023/03/13 05:00:26+00
-77.0024609198551,38.8738141691993,44374,Ward 6,"220 Water Street Southeast, Washington, District of Columbia 20003",The Yards Parcel L2 - The Estate,Completed 2015 to Date,DCHFA DHCD OP,53,38.87374198,-77.00246186,0,0,53,0,0,16-16,318654,399786.65,133997.61,220 WATER STREET SE,2023/03/13 05:00:26+00
-77.0293077670466,38.9580881646592,44375,Ward 4,"1214 Madison Street Northwest, Washington, District of Columbia 20011",M2R_MA,Completed 2015 to Date,DHCD,1,38.9581452,-77.02930077,0,0,0,1,0,,253105,397460,143353.13,1214 MADISON STREET NW,2023/03/13 05:00:26+00
-76.9739320403632,38.8982067077202,44376,Ward 7,"633 21st Street Northeast, Washington, District of Columbia 20002",The Jacob,Completed 2015 to Date,DHCD,2,38.89819568,-76.97397,0,1,1,0,0,,317222,402261.49,136705.69,633 21ST STREET NE,2023/03/13 05:00:26+00
-77.0239111279615,38.9421310513666,44377,Ward 4,"811 Upshur Street Northwest, Washington, District of Columbia 20011",811 Upshur St NW,Completed 2015 to Date,DHCD,1,38.942124,-77.023909,0,0,0,1,0,,252473,397927.28,141581.61,811 UPSHUR STREET NW,2023/03/13 05:00:26+00
-77.0231110242188,38.9263663205266,44378,Ward 1,"2812 Georgia Avenue Northwest, Washington, District of Columbia 20001",2812 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.92633427,-77.02310884,0,1,0,0,0,,232548,397996.2,139831.57,2812 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-76.9851632223634,38.9004018495135,44379,Ward 6,"1402 H Street Northeast, Washington, District of Columbia 20002",Constellation on H,Completed 2015 to Date,DHCD,2,38.900439,-76.985176,0,1,0,1,0,,149983,401287.19,136949.15,1402 H STREET NE,2023/03/13 05:00:26+00
-76.9775217128248,38.929313154532,44380,Ward 5,"1904 Irving Street Northeast, Washington, District of Columbia 20018",Amida,Completed 2015 to Date,DHCD,2,38.92930536,-76.97751943,0,1,0,1,0,,54388,401949.25,140158.68,1904 IRVING STREET NE,2023/03/13 05:00:26+00
-77.0799958881297,38.9500840421265,44381,Ward 3,"4611 41st Street Northwest, Washington, District of Columbia 20016",Tenleytown Apartments/Dancing Crab redevelopment,Pipeline,DHCD OP,3,38.95007658,-77.07999358,0,1,2,0,0,18-03,284944,393065.92,142467.23,4611 41ST STREET NW,2023/03/13 05:00:26+00
-77.0195426621635,38.8797027902689,44382,Ward 6,"501 I Street Southwest, Washington, District of Columbia 20024",501 I St SW (The Bard),Pipeline,OP,6,38.87969534,-77.01954037,0,0,0,6,0,17-21,15251,398304.51,134651.47,501 I STREET SW,2023/03/13 05:00:26+00
-76.9972594372262,38.9105227412903,44383,Ward 5,"440 Penn Street Northeast, Washington, District of Columbia 20002",The Mo (440 Penn Street NE),Completed 2015 to Date,DHCD OP,37,38.91051495,-76.99725715,0,12,25,0,0,17-14,327759,400237.89,138072.55,440 PENN STREET NE,2023/03/13 05:00:26+00
-76.9262191978284,38.8980829921254,44384,Ward 7,"5129 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019",The Strand Residences - 5127 Nannie Helen Burroughs Ave NE,Completed 2015 to Date,DMPED DCHFA DHCD OP,86,38.8980752,-76.92621694,28,0,58,0,0,17-10,311665,406400.4,136694.22,5129 NANNIE HELEN BURROUGHS AVENUE NE,2023/03/13 05:00:26+00
-77.0015828343002,38.911961935348,44385,Ward 5,"1501 Harry Thomas Way Northeast, Washington, District of Columbia 20002","Eckington Park - ONE501 - 1501 Harry Thomas Way,",Completed 2015 to Date,DHCD OP,23,38.91195414,-77.00158055,0,0,23,0,0,17-09,315791,399862.92,138232.31,1501 HARRY THOMAS WAY NE,2023/03/13 05:00:26+00
-76.9296115139985,38.8967934656326,44386,Ward 7,"599 50th St NE, Washington, District of Columbia 20019",Providence Place - NCI,Completed 2015 to Date,DMPED DCHFA DHCD OP,93,38.89678568,-76.92960925,35,11,47,0,0,17-08,332112,406106.24,136550.84,599 50TH STREET NE,2023/03/13 05:00:26+00
-76.9951565095603,38.8628138352359,44387,Ward 8,"1018 Howard Road Southeast, Washington, District of Columbia 20020",Ana Townhomes - Howard Road Property - former WMATA,Under Construction,DMPED DHCD,6,38.86280605,-76.99515423,0,3,0,3,14,,336754,400420.56,132776.5,1018 HOWARD ROAD SE,2023/03/13 05:00:26+00
-77.0808362050192,38.9504005555198,44388,Ward 3,"4620 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",4620 Wisconsin Avenue NW,Under Construction,DHCD OP,13,38.95048471,-77.08087264,0,0,13,0,0,16-26,264432,392993.11,142502.43,4620 WISCONSIN AVENUE NW,2023/03/13 05:00:26+00
-76.9883079627084,38.9218341336255,44389,Ward 5,"1301 Saratoga Avenue Northeast, Washington, District of Columbia 20018",Brookland Manor Phase 1,Pipeline,OP,265,38.92182667,-76.98830568,265,0,0,0,0,14-18A,149898,401014.1,139328.27,1301 SARATOGA AVENUE NE,2023/03/13 05:00:26+00
-76.9560615548976,38.8956520759062,44390,Ward 7,"3450 Eads Street Northeast, Washington, District of Columbia 20019",3450 Eads St NE/3443 Benning Road,Under Construction,DCHFA DHCD OP,49,38.89564429,-76.95605929,5,20,18,6,0,16-20,335759,403811.82,136422.7,3450 EADS STREET NE,2023/03/13 05:00:26+00
-76.9892826973896,38.9436027986181,44391,Ward 5,"1200 Varnum Street Northeast, Washington, District of Columbia 20017",1200 Varnum Street NE - Josephites / EYA rowhouse,Completed 2015 to Date,DHCD OP,10,38.94357291,-76.98938066,0,6,0,4,0,16-17,289610,400929.29,141744.77,1200 VARNUM STREET NE,2023/03/13 05:00:26+00
-76.9811182512704,38.9032057477236,44392,Ward 5,"1021 Bladensburg Road Northeast, Washington, District of Columbia 20002",Mercer Lofts,Under Construction,DHCD,3,38.90319796,-76.98111597,0,1,2,0,0,,314014,401638,137260.47,1021 BLADENSBURG ROAD NE,2023/03/13 05:00:26+00
-77.0085506650969,38.875914190446,44393,Ward 6,"1211 Van Street Southeast, Washington, District of Columbia 20003",Avidian,Completed 2015 to Date,DHCD,15,38.87590641,-77.00854838,0,0,0,15,0,,318704,399258.23,134230.76,1211 VAN STREET SE,2023/03/13 05:00:26+00
-77.024654652088,38.9427330109805,44394,Ward 4,"836 Varnum Street Northwest, Washington, District of Columbia 20011",836 Varnum St NW,Completed 2015 to Date,DHCD,2,38.94272522,-77.02465236,0,0,0,2,0,,252478,397862.84,141648.45,836 VARNUM STREET NW,2023/03/13 05:00:26+00
-77.0247375878978,38.9427283992299,44395,Ward 4,"838 Varnum Street Northwest, Washington, District of Columbia 20011",838 Varnum St NW,Completed 2015 to Date,DHCD,1,38.9427206,-77.02473529,0,0,0,1,0,,252477,397855.65,141647.94,838 VARNUM STREET NW,2023/03/13 05:00:26+00
-76.9289037182256,38.8819836206914,44396,Ward 7,"412 51st Street Southeast, Washington, District of Columbia 20019",Cynthia Towns,Completed 2015 to Date,DCHFA DHCD,1,38.88197583,-76.92890146,0,0,0,1,0,,318787,406168.92,134906.88,412 51ST STREET SE,2023/03/13 05:00:26+00
-77.0316048585126,38.9197447461084,44397,Ward 1,"2213 14th Street Northwest, Washington, District of Columbia 20009",2213 14th ST NW,Completed 2015 to Date,DHCD,4,38.91966539,-77.03166457,0,1,3,0,0,,284282,397259.43,139096.74,2213 14TH STREET NW,2023/03/13 05:00:26+00
-76.9908771417489,38.899991293797,44398,Ward 6,"1115 H Street Northeast, Washington, District of Columbia 20002",1115 H Street NE (Woolworth Condo),Completed 2015 to Date,DMPED DHCD,4,38.89998351,-76.99087486,0,2,0,2,0,,311081,400791.55,136903.51,1115 H STREET NE,2023/03/13 05:00:26+00
-77.0241920605568,38.9069440450215,44399,Ward 2,"1250 9th Street Northwest, Washington, District of Columbia 20001",The Colonel,Completed 2015 to Date,DHCD,6,38.90693659,-77.02418977,0,3,0,3,0,,239786,397901.89,137675.56,1250 9TH STREET NW,2023/03/13 05:00:26+00
-76.987587025743,38.8786123092861,44400,Ward 6,"1314 K St SE, Washington, District of Columbia 20003",1314 K Street SE Cooperative,Completed 2015 to Date,DHCD,12,38.87860486,-76.98758475,0,0,0,12,0,,68283,401077.27,134530.31,1314 K STREET SE,2023/03/13 05:00:26+00
-77.0323368684593,38.9082959392042,44401,Ward 2,"1328 14th Street Northwest, Washington, District of Columbia 20005",The Bentley,Completed 2015 to Date,DHCD,4,38.90828815,-77.03233457,0,0,0,4,0,,279073,397195.5,137825.85,1328 14TH STREET NW,2023/03/13 05:00:26+00
-76.9857711489296,38.899616215935,44402,Ward 6,"1350 Maryland Ave NE, Washington, District of Columbia 20002",The Maryland,Completed 2015 to Date,DHCD,7,38.89946356,-76.98589398,0,0,0,7,0,,149108,401234.47,136861.93,1350 MARYLAND AVENUE NE,2023/03/13 05:00:26+00
-76.9819705832217,38.9259583281619,44403,Ward 5,"1515 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1515 Rhode Island Ave NE,Completed 2015 to Date,DHCD,2,38.92595087,-76.9819683,0,1,0,1,0,,61927,401563.57,139786.18,1515 RHODE ISLAND AVENUE NE,2023/03/13 05:00:26+00
-77.0453377761864,38.9234861568956,44404,Ward 1,"1919 Calvert Street Northwest, Washington, District of Columbia 20009",1919 Calvert St NW Tenants Association,Completed 2015 to Date,DHCD,14,38.9234787,-77.04533548,5,9,0,0,0,,236619,396068.72,139512.57,1919 CALVERT STREET NW,2023/03/13 05:00:26+00
-77.0226123812032,38.9162488973987,44405,Ward 1,"1921 8th Street Northwest, Washington, District of Columbia 20001",The Shay East,Completed 2015 to Date,DHCD,7,38.91624111,-77.02261009,0,0,0,7,0,,310530,398039.16,138708.44,1921 8TH STREET NW,2023/03/13 05:00:26+00
-77.0232155402888,38.9165471351251,44406,Ward 1,"1924 8th St NW, Washington, District of Columbia 20001",The Shay West,Completed 2015 to Date,DHCD,12,38.91653968,-77.02321325,0,0,0,12,0,,310465,397986.86,138741.56,1924 8TH STREET NW,2023/03/13 05:00:26+00
-77.0230906372456,38.9175422203038,44407,Ward 1,"2030 8th Street Northwest, Washington, District of Columbia 20001",Atlantic Plumbing,Completed 2015 to Date,DHCD,6,38.91753476,-77.02308835,0,0,0,6,0,,284162,397997.72,138852.02,2030 8TH STREET NW,2023/03/13 05:00:26+00
-77.0064177851175,38.8315049202503,44408,Ward 8,"22 Atlantic Street Southeast, Washington, District of Columbia 20032","22 Atlantic Cooperative Association, Inc. (Acq)",Completed 2015 to Date,DHCD,15,38.83149748,-77.0064155,7,5,3,0,0,,50871,399442.96,129301,22 ATLANTIC STREET SE,2023/03/13 05:00:26+00
-77.0000984578788,38.9207157041037,44409,Ward 5,"2321 4th Street Northeast, Washington, District of Columbia 20002",2321 4th Street (Rhode Island Avenue Gateway PUD),Completed 2015 to Date,DCHA DCHFA DHCD,116,38.92075584,-77.00014288,20,0,96,0,0,,289738,399991.66,139204.05,2321 4TH STREET NE,2023/03/13 05:00:26+00
-77.0157098890966,38.9752707703012,44410,Ward 4,"255 Carroll Street Northwest, Washington, District of Columbia 20012",Takoma Central,Completed 2015 to Date,DHCD,9,38.97523115,-77.015656,0,5,0,4,0,,310103,398638.9,145260.27,255 CARROLL STREET NW,2023/03/13 05:00:26+00
-77.0233774163472,38.9277499448645,44411,Ward 1,"2920 Georgia Avenue Northwest, Washington, District of Columbia 20001",2920 Georgia Ave NW,Completed 2015 to Date,DHCD,2,38.92774249,-77.02337512,0,1,0,1,0,,232771,397973.14,139985.17,2920 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-77.0017539931042,38.9000126261217,44412,Ward 6,"301 H St NE, Washington, District of Columbia 20002",301 H Street NE,Completed 2015 to Date,DHCD,3,38.90000517,-77.00175171,0,0,0,3,0,,310994,399848.05,136905.84,301 H STREET NE,2023/03/13 05:00:26+00
-76.9663914776436,38.9208130262516,44413,Ward 5,"2226 30th Place Northeast, Washington, District of Columbia 20018",30th Place Crescent Townhomes Phase II,Completed 2015 to Date,DHCD,21,38.920759,-76.966185,0,0,13,8,0,,816807,402914.68,139215.39,2100 - 2399 BLOCK OF 30TH PLACE NE,2023/03/13 05:00:26+00
-76.9462963121272,38.8942162045753,44414,Ward 7,"4000 Benning Road Northeast, Washington, District of Columbia 20019",4000 Benning (St. Stephens),Completed 2015 to Date,DCHA DCHFA DHCD,71,38.89420842,-76.94629405,18,53,0,0,0,,312333,404659.04,136263.76,4000 BENNING ROAD NE,2023/03/13 05:00:26+00
