X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,MAR_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.9722857921115,38.85504385355,42055,Ward 8,"2306 Hartford Street Southeast, Washington, District of Columbia 20020",Maplewood Courts,Completed 2015 to Date,DHCD,94,38.85503641,-76.97228352,10,84,0,0,0,,286806,402405.75,131914.33,2306 HARTFORD STREET SE,2023/03/13 05:00:26+00
-77.0187626550909,38.9761139411072,42056,Ward 4,"7051 Spring Place Northwest, Washington, District of Columbia 20012",Metro Village,Completed 2015 to Date,DCHFA DHCD,120,38.97649172,-77.01895423,0,0,120,0,0,,285374,398374.39,145353.92,7051 SPRING PLACE NW,2023/03/13 05:00:26+00
-76.950864727379,38.9011792495426,42057,Ward 7,"3614 Grant Place Northeast, Washington, District of Columbia 20019",MetroTowns @ Parkside,Completed 2015 to Date,DCHA DHCD,94,38.90117146,-76.95086246,42,0,0,52,0,,309205,404262.31,137036.49,3614 GRANT PLACE NE,2023/03/13 05:00:26+00
-77.0299786851125,38.9202526137487,42058,Ward 1,"1300 Florida Ave NW, Washington, District of Columbia 20009",Miriam's House (N Street Village),Completed 2015 to Date,DCHA DHCD,25,38.92026164,-77.03000223,25,0,0,0,0,,240293,397400.47,139153.07,1300 FLORIDA AVENUE NW,2023/03/13 05:00:26+00
-77.025127182049,38.9059013112651,42059,Ward 6,"927 M Street Northwest, Washington, District of Columbia 20001",NCCLT Scattered Sites,Completed 2015 to Date,DHCD,6,38.91280155,-77.02508362,6,0,0,0,0,,239763,397820.75,137559.83,927 M STREET NW,2023/03/13 05:00:26+00
-77.008644297768,38.9030017429211,42060,Ward 6,"1005 North Capitol Street Northeast, Washington, District of Columbia 20002",North Capitol Commons,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,123,38.90298158,-77.00872824,59,0,64,0,0,,310452,399250.39,137237.69,1005 NORTH CAPITOL STREET NE,2023/03/13 05:00:26+00
-77.0099026134664,38.9035456575796,42061,Ward 6,"2 L Street Northwest, Washington, District of Columbia 20001",Northwest One - Phase 1,Completed 2015 to Date,DMPED DCHFA DHCD,150,38.90353787,-77.00990033,77,0,73,0,0,,300442,399141.25,137298.08,2 L STREET NW,2023/03/13 05:00:26+00
-76.9860751661187,38.9054187150378,42062,Ward 5,"1256 Owen Place Northeast, Washington, District of Columbia 20002",Owen House,Completed 2015 to Date,DCHA DHCD,4,38.90541126,-76.98607289,4,0,0,0,0,,69542,401208,137506.05,1256 OWEN PLACE NE,2023/03/13 05:00:26+00
-77.0215176680366,38.9128861118592,42063,Ward 6,"1707 7th Street NW, Washington, District of Columbia 20001",Parcel 42,Under Construction,DMPED DHCD,108,38.91287832,-77.02151538,9,41,52,6,0,,334861,398134.01,138335.12,1707 7TH STREET NW,2023/03/13 05:00:26+00
-77.0219863924412,38.9327681140394,42064,Ward 1,"610 Park Road Northwest, Washington, District of Columbia 20010",Park Morton - Onsite Phase 1,Under Construction,DMPED DCHFA DHCD OP,142,38.93276032,-77.0219841,31,0,72,39,0,16-12,228839,398093.89,140542.2,610 PARK ROAD NW,2023/03/13 05:00:26+00
-76.9868113849542,38.8506881177233,44161,Ward 8,"2841 Robinson Place Southeast, Washington, District of Columbia 20020",Parkway Overlook,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,220,38.85068067,-76.98680911,11,209,0,0,0,,45641,401145.02,131430.53,2841 ROBINSON PLACE SE,2023/03/13 05:00:26+00
-77.027222298653,38.9564499755838,44162,Ward 4,"935 Kennedy Street Northwest, Washington, District of Columbia 20011",Partner Arms 1,Completed 2015 to Date,DCHA DHCD,14,38.95644218,-77.02722,14,0,0,0,0,,254535,397640.7,143171.22,935 KENNEDY STREET NW,2023/03/13 05:00:26+00
-77.0243198324569,38.9117569972749,44163,Ward 6,"901 Rhode Island Ave NW, Washington, District of Columbia 20001",Phyllis Wheatley,Completed 2015 to Date,DCHA DHCD,84,38.91174954,-77.02431754,84,0,0,0,0,,243262,397890.95,138209.84,901 RHODE ISLAND AVENUE NW,2023/03/13 05:00:26+00
-76.9107442230726,38.8931479476575,44164,Ward 7,"323 63rd Street Northeast, Washington, District of Columbia 20019","Pleasant Park Cooperative, Inc.",Completed 2015 to Date,DHCD,40,38.89314049,-76.91074197,14,19,3,4,1,,148655,407743.33,136147.59,323 63RD STREET NE,2023/03/13 05:00:26+00
-77.0120478769066,38.880284214735,44165,Ward 6,"54 H Street Southwest, Washington, District of Columbia 20024",Gallery 64/Museum Place - Randall School redevelopment,Under Construction,DMPED DHCD OP,98,38.87995003,-77.01145096,0,0,6,92,0,07-13G,803601,398954.83,134715.9,1 - 99 BLOCK OF H STREET SW,2023/03/13 05:00:26+00
-77.0005712257952,38.9175579231234,44166,Ward 5,"2005 4th Street Northeast, Washington, District of Columbia 20002","RAP, Inc. Community Based Residential Facility (fka The Summit)",Completed 2015 to Date,DHCD,38,38.91701582,-77.00028827,38,0,0,0,0,,807447,399950.66,138853.51,1957 - 2099 BLOCK OF 4TH STREET NE,2023/03/13 05:00:26+00
-76.988072019617,38.9004818165672,44167,Ward 6,"1300 H St NE, Washington, District of Columbia 20002",RL Christian,Completed 2015 to Date,DMPED,33,38.90039266,-76.98811702,4,29,0,0,0,03-28A,286021,401034.87,136957.99,1300 H STREET NE,2023/03/13 05:00:26+00
-76.9804810496302,38.8956565460686,44168,Ward 6,"417 17th St NE, Washington, District of Columbia 20002",Rosedale Townhomes / 17 Solar (Rosedale Property Disposition),Completed 2015 to Date,DHCD,12,38.89564189,-76.98052604,0,3,6,3,0,,311020,401693.45,136422.46,417 17TH STREET NE,2023/03/13 05:00:26+00
-76.9917257346134,38.8462865952774,44169,Ward 8,"1201 Oak Drive Southeast, Washington, District of Columbia 20032",Saint Elizabeths East Campus Redevelopment Phase I,Completed 2015 to Date,DMPED DHCD,202,38.84627882,-76.99172346,19,183,0,0,0,,317136,400718.48,130941.88,1201 OAK DRIVE SE,2023/03/13 05:00:26+00
-76.9933038772167,38.8601394139465,44170,Ward 8,"2516 Sheridan Road Southeast, Washington, District of Columbia 20020",Sheridan Station - Phase III,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,133,38.86013163,-76.9933016,40,0,93,0,0,,308345,400581.37,132479.63,2516 SHERIDAN ROAD SE,2023/03/13 05:00:26+00
-77.0248287171243,38.9195509917862,44171,Ward 1,"965 Florida Avenue Northwest, Washington, District of Columbia 20001",The Wren,Completed 2015 to Date,DMPED OP,132,38.9195432,-77.02482642,33,99,0,0,0,15-34,290008,397847.05,139075.05,965 FLORIDA AVENUE NW,2023/03/13 05:00:26+00
-76.9685789024183,38.8626998056935,44172,Ward 7,"2210 Town Center Drive SE, Washington, District of Columbia 20020",Skyland Town Center - Block 4,Pipeline,DMPED OP,34,38.86269202,-76.96857663,0,0,0,34,34,09-03,313144,402727.21,132764.3,2210 TOWN CENTER DRIVE SE,2023/03/13 05:00:26+00
-76.9384932989842,38.8913832769572,44173,Ward 7,"4414 Benning Rd NE, Washington, District of Columbia 20019",The Conway Center,Completed 2015 to Date,DCHA DCHFA DHCD,178,38.89106689,-76.93808314,162,16,0,0,0,,288206,405336.17,135949.71,4414 BENNING ROAD NE,2023/03/13 05:00:26+00
-77.0143017620434,38.9052762469642,44174,Ward 6,"216 New York Ave NW, Washington, District of Columbia 20001",SOME Scattered Site Phase II,Completed 2015 to Date,DCHA DCHFA DHCD,98,38.90526879,-77.01429947,69,29,0,0,0,,285530,398759.7,137490.24,216 NEW YORK AVENUE NW,2023/03/13 05:00:26+00
-77.0080262040655,38.830932603009,44175,Ward 8,"4001 South Capitol Street Southwest, Washington, District of Columbia 20032",South Capitol Multi-Family Building,Completed 2015 to Date,DCHA DCHFA DHCD,195,38.83092483,-77.00802392,78,78,39,0,0,,276615,399303.3,129237.48,4001 SOUTH CAPITOL STREET SW,2023/03/13 05:00:26+00
-77.029627139081,38.8820673517721,44176,Ward 6,"1300 Maine Ave SW, Washington, District of Columbia 20024",The Wharf Phase I,Completed 2015 to Date,DMPED OP,185,38.88212423,-77.02959894,63,0,73,49,0,11-03A,302192,397429.58,134914.19,1300 MAINE AVENUE SW,2023/03/13 05:00:26+00
-76.9913080099696,38.8323115713242,44177,Ward 8,"852 Barnaby Street Southeast, Washington, District of Columbia 20032",The Gregory Apartments,Completed 2015 to Date,DCHFA DHCD,124,38.83230413,-76.99130573,41,41,42,0,0,,295928,400754.89,129390.56,852 BARNABY STREET SE,2023/03/13 05:00:26+00
-76.9972879111951,38.8772713169869,44178,Ward 6,"601 L Street Southeast, Washington, District of Columbia 20003",The Bixby,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,39,38.87726387,-76.99728563,39,0,0,0,0,,289693,400235.53,134381.38,601 L STREET SE,2023/03/13 05:00:26+00
-77.0327552763049,38.907544886756,44179,Ward 2,"1417 N Street Northwest, Washington, District of Columbia 20005",The Norwood,Completed 2015 to Date,DHCD,81,38.90753743,-77.03275298,0,55,0,26,3,,218263,397159.18,137742.49,1417 N STREET NW,2023/03/13 05:00:26+00
-77.0116270785223,38.9027887968143,44180,Ward 6,"43 K Street Northwest, Washington, District of Columbia 20001",The SeVerna Phase II (The SeVerna II LLC/Golden Rule Apartments Inc.),Completed 2015 to Date,DMPED DCHFA DHCD,101,38.90278101,-77.01162479,48,0,53,0,0,,310112,398991.66,137214.08,43 K STREET NW,2023/03/13 05:00:26+00
-77.0007753147712,38.8742974032269,44181,Ward 6,"1331 4th St SE, Washington, District of Columbia 20003",The Yards N Building,Completed 2015 to Date,DMPED DCHFA DHCD,66,38.87428995,-77.00077303,0,0,66,0,0,,310978,399932.92,134051.25,1331 4TH STREET SE,2023/03/13 05:00:26+00
-76.9842338917092,38.8442315382607,44182,Ward 8,"1443 Savannah St SE, Washington, District of Columbia 20032",Tobias Henson Apts.,Completed 2015 to Date,DHCD,64,38.8442241,-76.98423162,0,56,8,0,0,,63162,401368.88,130713.84,1443 SAVANNAH STREET SE,2023/03/13 05:00:26+00
-76.9851766423327,38.902394139706,44183,Ward 5,"1214 Staples Street Northeast, Washington, District of Columbia 20002",Trinidad Properties (w/ PADD),Completed 2015 to Date,DHCD,9,38.90238668,-76.98517436,0,0,9,0,0,,71425,401285.99,137170.31,1214 STAPLES STREET NE,2023/03/13 05:00:26+00
-77.0083222728306,38.8316250629508,44184,Ward 8,"3939 South Capitol Street Southwest, Washington, District of Columbia 20032",Trinity Plaza (Retail Worker Housing Demo Initiative),Completed 2015 to Date,DCHFA DHCD,49,38.83161729,-77.00831999,17,27,0,5,0,,276605,399277.6,129314.35,3939 SOUTH CAPITOL STREET SW,2023/03/13 05:00:26+00
-77.0093834335746,38.9102553891287,44185,Ward 6,"1520 North Capitol Street Northwest, Washington, District of Columbia 20002",Cycle House,Pipeline,DMPED DHCD,18,38.9102476,-77.00938115,2,4,12,0,0,,331764,399186.36,138042.91,1520 NORTH CAPITOL STREET NW,2023/03/13 05:00:26+00
-77.0094360764393,38.9064031455438,44186,Ward 6,"1200 North Capitol Street Northwest, Washington, District of Columbia 20002",Tyler House Apartments,Completed 2015 to Date,DCHFA,284,38.90639569,-77.00943379,0,0,284,0,0,,237128,399181.75,137615.28,1200 NORTH CAPITOL STREET NW,2023/03/13 05:00:26+00
-77.030061079307,38.9625192258246,44187,Ward 4,"5922 13th Street Northwest, Washington, District of Columbia 20011",Valencia Apartments,Completed 2015 to Date,DHCD,29,38.96251143,-77.03005878,0,0,29,0,0,,243483,397394.87,143845.04,5922 13TH STREET NW,2023/03/13 05:00:26+00
-76.9508681431314,38.9223318298295,44188,Ward 5,"3814 Fort Lincoln Drive Northeast, Washington, District of Columbia 20018",Villages at Dakota Crossing Phase III,Completed 2015 to Date,DMPED,24,38.92233336,-76.95083508,0,0,0,24,0,,310077,404260.75,139384.6,3814 FORT LINCOLN DRIVE NE,2023/03/13 05:00:26+00
-77.0330557832869,38.9673565685914,44189,Ward 4,"1388 Tuckerman Street Northwest, Washington, District of Columbia 20011",Vizcaya Apartments,Completed 2015 to Date,DHCD,17,38.9673491,-77.03305349,0,0,17,0,0,,257527,397135.52,144382.12,1388 TUCKERMAN STREET NW,2023/03/13 05:00:26+00
-77.0505538617022,38.905012418955,44190,Ward 2,"2300 M St NW, Washington, District of Columbia 20037",West End Parcels (Square 50 - West End Affordable),Completed 2015 to Date,DMPED DCHA DCHFA DHCD OP,55,38.90500497,-77.05055156,3,0,52,0,0,11-12,243314,395615.27,137462.07,2300 M STREET NW,2023/03/13 05:00:26+00
-77.0229980563921,38.929740046578,44191,Ward 1,"660 Kenyon Street Northwest, Washington, District of Columbia 20010",Kenyon House Family Tenants Association,Completed 2015 to Date,DHCD,8,38.92973259,-77.02299576,0,7,0,1,0,,298206,398006.09,140206.08,660 KENYON STREET NW,2023/03/13 05:00:26+00
-77.0251153713684,38.9044470054179,44192,Ward 2,"915 L Street Northwest, Washington, District of Columbia 20001",Square 369,Completed 2015 to Date,OP,23,38.90443922,-77.02511308,0,0,19,4,0,14-09,315500,397821.73,137398.39,915 L STREET NW,2023/03/13 05:00:26+00
-76.9848086151082,38.9155516823275,44193,Ward 5,"1401 New York Ave NE, Washington, District of Columbia 20002",Hecht's Warehouse District,Completed 2015 to Date,DMPED DHCD OP,37,38.91554389,-76.98480634,0,10,10,17,0,14-01 and        14-01A,286132,401317.67,138630.91,1401 NEW YORK AVENUE NE,2023/03/13 05:00:26+00
-76.9971287034697,38.8585527367659,44194,Ward 8,"2704 Wade Road Southeast, Washington, District of Columbia 20020",Parkchester Apartments,Completed 2015 to Date,DHCD,94,38.85854529,-76.99712642,94,0,0,0,0,,278231,400249.41,132303.48,2704 WADE ROAD SE,2023/03/13 05:00:26+00
-76.9505204149265,38.8986277560075,44195,Ward 7,"600 Kenilworth Terrace Northeast, Washington, District of Columbia 20019",The Grove at Parkside,Completed 2015 to Date,DCHA DCHFA DHCD OP,186,38.89852971,-76.95060905,10,0,176,0,0,05-28J,311058,404292.33,136753.27,600 KENILWORTH TERRACE NE,2023/03/13 05:00:26+00
-76.9397679550029,38.8819363088534,44196,Ward 7,"4802 Alabama Avenue Southeast, Washington, District of Columbia 20019",Benning Heights Apartments,Completed 2015 to Date,DCHFA DHCD,148,38.88208722,-76.93992495,60,60,28,0,0,,152226,405226.28,134900.95,4802 ALABAMA AVENUE SE,2023/03/13 05:00:26+00
-76.9825538162463,38.9267378162596,44197,Ward 5,"1545 Girard Street Northeast, Washington, District of Columbia 20018",Girard Street Community Partners,Completed 2015 to Date,DCHA DHCD,25,38.92673002,-76.98255154,25,0,0,0,0,,306577,401512.98,139872.7,1545 GIRARD STREET NE,2023/03/13 05:00:26+00
-76.9909415807247,38.8636978506803,44198,Ward 8,"2255 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",Reunion Square - 2255 Martin Luther King Jr. Ave SE,Pipeline,DMPED DCHA DCHFA DHCD OP,57,38.8636904,-76.9909393,4,27,26,0,0,08-07B,278131,400786.36,132874.66,2255 MARTIN LUTHER KING JR AVENUE SE,2023/03/13 05:00:26+00
-77.031141000364,38.9734617085006,44199,Ward 4,"1324 Main Drive Northwest, Washington, District of Columbia 20306",Walter Reed - HELP Walter Reed,Completed 2015 to Date,DMPED DCHA DHCD,77,38.97345391,-77.0311387,75,2,0,0,0,,316865,397301.69,145059.79,1324 MAIN DRIVE NW,2023/03/13 05:00:26+00
-77.0024987234357,38.8772445667178,44200,Ward 6,"1100 2nd Place Southeast, Washington, District of Columbia 20003",The Harlow (Square 769N),Completed 2015 to Date,DCHA DHCD,36,38.877362,-77.001827,9,27,0,0,0,,313921,399783.38,134378.41,1100 2ND PLACE SE,2023/03/13 05:00:26+00
-76.9280328401968,38.885781654608,44201,Ward 7,"5100 Bass Place Southeast, Washington, District of Columbia 20019",Maya Angelou Cooperative,Completed 2015 to Date,DHCD,9,38.8857742,-76.92803058,0,0,0,9,0,,13515,406244.15,135328.55,5100 BASS PLACE SE,2023/03/13 05:00:26+00
-77.002422611739,38.8282936433536,44202,Ward 8,"4319 3rd Street Southeast, Washington, District of Columbia 20032",Atlantic Terrace,Completed 2015 to Date,DCHFA DHCD,195,38.828286,-77.00242033,78,117,0,0,0,,295776,399789.84,128944.51,4319 3RD STREET SE,2023/03/13 05:00:26+00
-77.0317275665896,38.9075951667088,44203,Ward 2,"1301 14th St NW, Washington, District of Columbia 20005",N Street Village,Completed 2015 to Date,DCHA DCHFA DHCD,95,38.90758771,-77.03172527,44,12,39,0,0,,225359,397248.32,137748.04,1301 14TH STREET NW,2023/03/13 05:00:26+00
-77.015444093443,38.9027680857119,44204,Ward 6,"307 K Street Northwest, Washington, District of Columbia 20001",Plaza West,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,223,38.9027603,-77.0154418,35,108,80,0,0,,312744,398660.57,137211.83,307 K STREET NW,2023/03/13 05:00:26+00
-77.0232136433763,38.9571231270642,44205,Ward 4,"734 Longfellow Street Northwest, Washington, District of Columbia 20011",Manna Brightwood TOPA Pool,Completed 2015 to Date,DHCD,60,38.95711566,-77.02321135,0,7,53,0,0,,250300,397988.17,143245.85,734 LONGFELLOW STREET NW,2023/03/13 05:00:26+00
-77.0030613386638,38.8367027582415,44206,Ward 8,"3723 2nd Street Southeast, Washington, District of Columbia 20032",United 2nd Street Tenant Association,Completed 2015 to Date,DHCD,25,38.83669532,-77.00305906,1,13,0,11,0,,31209,399734.41,129877.98,3723 2ND STREET SE,2023/03/13 05:00:26+00
-76.9292134265961,38.8867228514314,44207,Ward 7,"5026 B Street, SE, Washington, District of Columbia 20019","B Street (5026 B Street, SE)",Completed 2015 to Date,DHCD,1,38.88669035,-76.92920889,0,1,0,0,0,,310651,406141.64,135432.95,5026 B STREET SE,2023/03/13 05:00:26+00
-77.0322704020089,38.9193834202994,44208,Ward 1,"2202 14th Street NW, Washington, District of Columbia 20009",Lumen Condominiums,Completed 2015 to Date,DHCD,2,38.91937596,-77.03226811,0,0,0,2,0,,239928,397201.7,139056.65,2202 14TH STREET NW,2023/03/13 05:00:26+00
-77.0270324530702,38.9663389232312,44209,Ward 4,"919 Sheridan Street, NW, Washington, District of Columbia 20011",919 Sheridan LLC,Completed 2015 to Date,DHCD,2,38.96635082,-77.02703455,0,1,0,1,0,,254163,397657.48,144268.98,919 SHERIDAN STREET NW,2023/03/13 05:00:26+00
-77.0273064132419,38.9106969563573,44210,Ward 2,"1101 Rhode Island Avenue Northwest, Washington, District of Columbia 20005",Holm,Completed 2015 to Date,DHCD,3,38.91068917,-77.02730412,0,2,0,1,0,,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2023/03/13 05:00:26+00
-76.9862446151135,38.9013801995259,44211,Ward 5,"1111 Orren St NE, Washington, District of Columbia 20002",The Corey,Completed 2015 to Date,DHCD,6,38.90139421,-76.98626297,0,3,0,3,0,,313404,401193.37,137057.74,1111 ORREN STREET NE,2023/03/13 05:00:26+00
-76.981976284766,38.8792134290622,44212,Ward 6,"1600 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",1600 Pennsylvania Avenue SE,Completed 2015 to Date,DHCD,8,38.87920564,-76.98197401,0,4,0,4,0,,311021,401564.1,134597.12,1600 PENNSYLVANIA AVENUE SE,2023/03/13 05:00:26+00
-77.0251308301153,38.9070930251143,44213,Ward 2,"926 N Street Northwest, Washington, District of Columbia 20001",Bailey Flats on Blagden,Completed 2015 to Date,DHCD,2,38.90708524,-77.02512854,0,1,0,1,0,,239789,397820.47,137692.12,926 N STREET NW,2023/03/13 05:00:26+00
-76.9830901978687,38.890727932372,44214,Ward 6,"1511 A Street Northeast, Washington, District of Columbia 20002",1511 A Street NE,Under Construction,DHCD,1,38.89072015,-76.98308792,0,0,0,1,0,,62153,401467.21,135875.3,1511 A STREET NE,2023/03/13 05:00:26+00
-77.0327040933726,38.9213907154001,44215,Ward 1,"1412 Chapin Street Northwest, Washington, District of Columbia 20009",Chapin Row,Completed 2015 to Date,DHCD OP,48,38.92138292,-77.0327018,0,2,44,2,0,09-15,234165,397164.17,139279.49,1412 CHAPIN STREET NW,2023/03/13 05:00:26+00
-77.0431354757985,38.9234272654018,44216,Ward 1,"1827 Adams Mill Road Northwest, Washington, District of Columbia 20009",The Adamo,Completed 2015 to Date,DHCD,3,38.92341947,-77.04313318,0,2,0,1,0,,300759,396259.69,139505.94,1827 ADAMS MILL ROAD NW,2023/03/13 05:00:26+00
-77.0808459953333,38.949979952185,44217,Ward 3,"4600 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",Tenley View,Completed 2015 to Date,DHCD OP,6,38.94997216,-77.08084368,0,0,0,6,0,10-23,264444,392992.22,142455.74,4600 WISCONSIN AVENUE NW,2023/03/13 05:00:26+00
-77.0291395215146,38.9077906914608,44218,Ward 2,"1311 13th Street Northwest, Washington, District of Columbia 20005",Logan 13,Completed 2015 to Date,DHCD,5,38.90778324,-77.02913723,0,3,0,2,0,,243348,397472.8,137769.67,1311 13TH STREET NW,2023/03/13 05:00:26+00
-77.0392353439154,38.9246574651176,44219,Ward 1,"1700 Columbia Road Northwest, Washington, District of Columbia 20009",Ontario 17,Completed 2015 to Date,DHCD,9,38.92464967,-77.03923305,0,0,0,9,0,,284066,396597.95,139642.35,1700 COLUMBIA ROAD NW,2023/03/13 05:00:26+00
-77.0230774235317,38.9183999962057,44220,Ward 1,"2112 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing (2112 8th Street NW),Completed 2015 to Date,DHCD,29,38.91852622,-77.02307471,0,0,0,29,0,,284190,397998.89,138947.24,2112 8TH STREET NW,2023/03/13 05:00:26+00
-77.0231487116544,38.9302007018568,44221,Ward 1,"3205 Georgia Avenue Northwest, Washington, District of Columbia 20010",Georgia Gibson,Completed 2015 to Date,DHCD,5,38.93019291,-77.02314642,0,3,0,2,0,,218154,397993.04,140257.22,3205 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-77.0414423306298,38.92160819664,44222,Ward 1,"2360 Champlain Street Northwest, Washington, District of Columbia 20009",Eden (2360 Champlain Street NW),Completed 2015 to Date,DHCD,2,38.92160041,-77.04144003,0,1,0,1,0,,242974,396406.42,139303.94,2360 CHAMPLAIN STREET NW,2023/03/13 05:00:26+00
-77.0322341031855,38.9089791606255,44223,Ward 2,"1400 14th St NW, Washington, District of Columbia 20005",Mai Place,Completed 2015 to Date,DHCD,4,38.90897171,-77.03223181,0,0,0,4,0,,240221,397204.44,137901.69,1400 14TH STREET NW,2023/03/13 05:00:26+00
-77.0146812930719,38.8761275300113,44224,Ward 6,"222 M St SW, Washington, District of Columbia 20024",St. Matthew's Redevelopment,Completed 2015 to Date,DHCD OP,23,38.87604341,-77.01472774,0,0,0,23,0,11-13,277791,398726.26,134254.51,222 M STREET SW,2023/03/13 05:00:26+00
-76.9937181117293,38.9305431599895,44225,Ward 5,"3300 9th Street Northeast, Washington, District of Columbia 20017",Brookland Station,Completed 2015 to Date,DHCD,1,38.93054362,-76.99365805,0,1,0,0,0,,312213,400544.88,140295,3300 9TH STREET NE,2023/03/13 05:00:26+00
-77.020885714089,38.9334289850631,44226,Ward 1,"3542 Warder Street Northwest, Washington, District of Columbia 20010",The Warder,Completed 2015 to Date,DHCD,1,38.93342153,-77.02088342,0,1,0,0,0,,228805,398189.34,140615.54,3542 WARDER STREET NW,2023/03/13 05:00:26+00
-77.0147433016283,38.9737626477895,44227,Ward 4,"6918 Willow Street Northwest, Washington, District of Columbia 20012",Willow & Maple,Completed 2015 to Date,DHCD,5,38.97346501,-77.01487435,0,3,0,2,0,,311662,398722.63,145092.84,6918 WILLOW STREET NW,2023/03/13 05:00:26+00
-76.9870468614568,38.9128994469661,44228,Ward 5,"1495 Gallaudet Street Northeast, Washington, District of Columbia 20002",Corcoran Flats (1495 Gallaudet Street NE),Completed 2015 to Date,DHCD,1,38.91289199,-76.98704458,0,1,0,0,0,,312284,401123.6,138336.46,1495 GALLAUDET STREET NE,2023/03/13 05:00:26+00
-77.0007838890936,38.9203747363434,44229,Ward 5,"2300 4th Street Northeast, Washington, District of Columbia 20002",The Chaplain,Completed 2015 to Date,DHCD,2,38.92036728,-77.0007816,0,1,0,1,0,,289735,399932.22,139166.2,2300 4TH STREET NE,2023/03/13 05:00:26+00
-76.9973896336096,38.9004117706322,44230,Ward 6,"600 H Street Northeast, Washington, District of Columbia 20002",The Apollo,Completed 2015 to Date,DHCD OP,35,38.90040398,-76.99738735,0,3,0,32,0,12-18,311750,400226.63,136950.15,600 H STREET NE,2023/03/13 05:00:26+00
-76.9945156334873,38.9229703591489,44231,Ward 5,"806 Channing Place Northeast, Washington, District of Columbia 20018",Brookland Press,Completed 2015 to Date,DHCD,12,38.92280559,-76.99407158,0,0,0,12,0,,289750,400475.78,139454.35,806 CHANNING PLACE NE,2023/03/13 05:00:26+00
-77.0370299327707,38.9299936301271,44232,Ward 1,"3146 16th St NW, Washington, District of Columbia 20010",The Vintage,Completed 2015 to Date,DHCD,8,38.92998617,-77.03702764,0,4,0,4,0,,236414,396789.43,140234.63,3146 16TH STREET NW,2023/03/13 05:00:26+00
-77.0265546875036,38.905810461579,44233,Ward 2,"1011 M St NW, Washington, District of Columbia 20001",10Eleven,Completed 2015 to Date,DHCD,7,38.90580301,-77.0265524,0,0,0,7,0,,312330,397696.93,137549.78,1011 M STREET NW,2023/03/13 05:00:26+00
-76.9870319587817,38.9016404509399,44234,Ward 5,"1326 Florida Avenue Northeast, Washington, District of Columbia 20002",The Hendrix,Completed 2015 to Date,DHCD,4,38.901633,-76.98702968,0,2,0,2,0,,301806,401125.07,137086.62,1326 FLORIDA AVENUE NE,2023/03/13 05:00:26+00
-77.031589916074,38.9164699515203,44235,Ward 1,"1925 14th St NW, Washington, District of Columbia 20009","Elysium Fourteen (1925 14th Street, NW)",Completed 2015 to Date,DHCD,4,38.9164625,-77.03158762,0,0,0,4,0,,302229,397260.6,138733.21,1925 14TH STREET NW,2023/03/13 05:00:26+00
-77.0411133842769,38.921499672429,44236,Ward 1,"2345 Champlain Street Northwest, Washington, District of Columbia 20009",The Morgan,Completed 2015 to Date,DHCD,4,38.92149221,-77.04111109,0,2,0,2,0,,310631,396434.94,139291.88,2345 CHAMPLAIN STREET NW,2023/03/13 05:00:26+00
-77.0260204376007,38.9320678805432,44237,Ward 1,"777 Morton Street Northwest, Washington, District of Columbia 20010",Morton Street Mews,Completed 2015 to Date,DHCD,2,38.93201222,-77.02603185,0,1,0,1,0,,233061,397744.1,140464.56,777 MORTON STREET NW,2023/03/13 05:00:26+00
-77.0237523680236,38.9344001633869,44238,Ward 1,"3559 Georgia Ave NW, Washington, District of Columbia 20010",The V at Georgia Ave,Under Construction,DHCD,2,38.9343927,-77.02375008,0,0,0,2,0,,284757,397940.82,140723.41,3559 GEORGIA AVENUE NW,2023/03/13 05:00:26+00
-77.0356461486013,38.9280493457839,44239,Ward 1,"3035 15th St NW, Washington, District of Columbia 20009",The Apex,Completed 2015 to Date,DHCD,2,38.92802685,-77.0357225,0,1,0,1,0,,234374,396909.33,140018.75,3035 15TH STREET NW,2023/03/13 05:00:26+00
-77.0194178208736,38.8834167900328,44240,Ward 6,"555 E Street Southwest, Washington, District of Columbia 20024",Old Engine Co. 13,Completed 2015 to Date,DMPED DCHFA DHCD,58,38.88340901,-77.01941553,14,44,0,0,0,,316452,398315.43,135063.75,555 E STREET SW,2023/03/13 05:00:26+00
